;;"FAST BUDGET"

"Id";"Value";"Currency";"Category";"Account";"Date";"From/To";"Notes";"Value (EUR)"
"3388";"-2.4";"EUR";"Lebensmittel";"Geldbörse";"6/1/18";;;"-2.4"
"3389";"605.0";"EUR";"Lohn";"DKB VISA Debit";"6/1/18";;"lohn farmtex april, hälfte mai";"605.0"
"3390";"-15.0";"EUR";"Friseur";"Geldbörse";"5/29/18";;"friseur";"-15.0"
"3391";"500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"5/28/18";"Volksbank";"";"500.0"
"3392";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"5/28/18";"Volksbank";"";"50.0"
"3393";"-10.0";"EUR";"sonstige Ausgaben";"PayPal";"5/27/18";;"pc";"-10.0"
"3394";"0.09";"EUR";"Zinsen";"DKB VISA (ausgelaufen)";"5/23/18";;;"0.09"
"3395";"-324.86";"EUR";"Technik";"DKB VISA Debit";"5/22/18";;"pc: windows, gpu, cpu";"-324.86"
"3396";"-36.97";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"5/18/18";;"Wasserfasszeug";"-36.97"
"3397";"-400.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"5/17/18";"VISA";"";"-400.0"
"3398";"400.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"5/17/18";"DKB VISA Debit";"";"400.0"
"3399";"-25.92";"EUR";"Lebensmittel";"Geldbörse";"5/16/18";;;"-25.92"
"3400";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"5/15/18";"Geldbörse";"";"-50.0"
"3401";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"5/15/18";"VISA";"";"50.0"
"3402";"-38.83";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"5/15/18";;"Xyladecor Tür Friedhof";"-38.83"
"3403";"-10.0";"EUR";"Lebensmittel";"Geldbörse";"5/14/18";;;"-10.0"
"3404";"-30.0";"EUR";"Bar Alkohol";"Geldbörse";"5/12/18";;;"-30.0"
"3405";"-82.22";"EUR";"Baumarkt";"DKB VISA (ausgelaufen)";"5/9/18";;;"-82.22"
"3406";"-41.07";"EUR";"Lebensmittel";"Geldbörse";"5/7/18";;;"-41.07"
"3407";"-56.45";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"5/7/18";;;"-56.45"
"3408";"-5.92";"EUR";"Lebensmittel";"Geldbörse";"5/4/18";;;"-5.92"
"3409";"-14.95";"EUR";"Lebensmittel";"Geldbörse";"5/3/18";;;"-14.95"
"3410";"-56.38";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"4/27/18";;;"-56.38"
"3411";"-15.0";"EUR";"Bar Alkohol";"Geldbörse";"4/21/18";;;"-15.0"
"3412";"10.0";"EUR";"_Ausgelegt";"Geldbörse";"4/21/18";;"zement";"10.0"
"3413";"-1.99";"EUR";"sonstige Ausgaben";"Geldbörse";"4/19/18";;"Rasenmäher Räder";"-1.99"
"3414";"55.0";"EUR";"_Ausgelegt";"Geldbörse";"4/16/18";"ellis";"Einkauf";"55.0"
"3415";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"4/16/18";"Geldbörse";"";"-50.0"
"3416";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"4/16/18";"VISA";"";"50.0"
"3417";"-35.49";"EUR";"Lebensmittel";"Geldbörse";"4/16/18";;;"-35.49"
"3418";"-2.69";"EUR";"Lebensmittel";"Geldbörse";"4/16/18";;;"-2.69"
"3419";"-7.77";"EUR";"Baumarkt";"Geldbörse";"4/6/18";;;"-7.77"
"3420";"10.0";"EUR";"_Ausgelegt";"PayPal";"4/5/18";"Luise";"Ostern";"10.0"
"3421";"-13.0";"EUR";"Friseur";"Geldbörse";"4/5/18";;"Friseur";"-13.0"
"3422";"10.0";"EUR";"Geschenk";"Geldbörse";"4/1/18";"Oma";"Ostern";"10.0"
"3423";"-5.0";"EUR";"sonstige Ausgaben";"Geldbörse";"4/1/18";;"Spende";"-5.0"
"3424";"10.0";"EUR";"_Ausgelegt";"Geldbörse";"3/31/18";"Karl";"Ostern";"10.0"
"3425";"-31.17";"EUR";"Geschenke";"Geldbörse";"3/29/18";;"Ostern";"-31.17"
"3426";"-47.39";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"3/28/18";;;"-47.39"
"3427";"-1.86";"EUR";"Lebensmittel";"Geldbörse";"3/28/18";;;"-1.86"
"3428";"-5.0";"EUR";"Baumarkt";"Geldbörse";"3/26/18";;;"-5.0"
"3429";"-60.84";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"3/23/18";;;"-60.84"
"3430";"0.08";"EUR";"Zinsen";"DKB VISA (ausgelaufen)";"3/23/18";;;"0.08"
"3431";"-4.5";"EUR";"Lebensmittel";"Geldbörse";"3/21/18";;;"-4.5"
"3432";"-5.01";"EUR";"Lebensmittel";"Geldbörse";"3/19/18";;;"-5.01"
"3433";"-3.54";"EUR";"sonstige Ausgaben";"Geldbörse";"3/19/18";;"Putzzeug";"-3.54"
"3434";"-6.02";"EUR";"Lebensmittel";"Geldbörse";"3/18/18";;;"-6.02"
"3435";"-3.21";"EUR";"sonstige Ausgaben";"Geldbörse";"3/16/18";;"Ausgleich";"-3.21"
"3436";"500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"3/16/18";"Volksbank";"";"500.0"
"3437";"50.0";"EUR";"Eltern";"Geldbörse";"3/14/18";;"Vordach";"50.0"
"3438";"-2.0";"EUR";"Lebensmittel";"Geldbörse";"3/13/18";;;"-2.0"
"3439";"-7.58";"EUR";"Lebensmittel";"Geldbörse";"3/12/18";;;"-7.58"
"3440";"-6.8";"EUR";"Lebensmittel";"Geldbörse";"3/12/18";;;"-6.8"
"3441";"-10.28";"EUR";"Bar Alkohol";"Geldbörse";"3/10/18";;;"-10.28"
"3442";"-61.9";"EUR";"sonstige Ausgaben";"DKB VISA (ausgelaufen)";"3/9/18";;"kleber, dachpappe, malerband";"-61.9"
"3443";"-9.99";"EUR";"Auto";"DKB VISA (ausgelaufen)";"3/9/18";;"öl";"-9.99"
"3444";"50.0";"EUR";"Eltern";"Geldbörse";"3/9/18";;"für vordach";"50.0"
"3445";"-6.0";"EUR";"Auto";"Geldbörse";"3/8/18";;"öl";"-6.0"
"3446";"-25.0";"EUR";"sonstige Ausgaben";"Geldbörse";"3/8/18";;"holz";"-25.0"
"3447";"-20.0";"EUR";"Bar Alkohol";"Geldbörse";"3/7/18";;"eis";"-20.0"
"3448";"-10.0";"EUR";"sonstige Ausgaben";"Geldbörse";"3/7/18";;"ausgeliehen";"-10.0"
"3449";"-4.0";"EUR";"Lebensmittel";"Geldbörse";"3/6/18";;;"-4.0"
"3450";"-100.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"3/6/18";"Geldbörse";"";"-100.0"
"3451";"100.0";"EUR";"Transfer between accounts";"Geldbörse";"3/6/18";"VISA";"";"100.0"
"3452";"-20.0";"EUR";"Uni";"Geldbörse";"3/6/18";;"PA";"-20.0"
"3453";"-8.1";"EUR";"Lebensmittel";"Geldbörse";"3/3/18";;;"-8.1"
"3454";"-2.29";"EUR";"Lebensmittel";"Geldbörse";"2/28/18";;;"-2.29"
"3455";"-6.8";"EUR";"Lebensmittel";"Geldbörse";"2/27/18";;;"-6.8"
"3456";"-5.0";"EUR";"Lebensmittel";"Geldbörse";"2/26/18";;"Mensa";"-5.0"
"3457";"-3.66";"EUR";"sonstige Ausgaben";"Geldbörse";"2/26/18";;"Putzzeug";"-3.66"
"3458";"-4.06";"EUR";"Lebensmittel";"Geldbörse";"2/26/18";;;"-4.06"
"3459";"-57.63";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"2/25/18";;;"-57.63"
"3460";"-400.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"2/16/18";"VISA";"";"-400.0"
"3461";"400.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"2/16/18";"DKB VISA Debit";"";"400.0"
"3462";"-11.34";"EUR";"Lebensmittel";"Geldbörse";"2/13/18";;;"-11.34"
"3463";"500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"2/12/18";"Volksbank";"";"500.0"
"3464";"-51.94";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"2/9/18";;;"-51.94"
"3465";"-26.94";"EUR";"sonstige Ausgaben";"Geldbörse";"2/9/18";;"Holz Vordach";"-26.94"
"3466";"-2.93";"EUR";"Lebensmittel";"Geldbörse";"2/8/18";;;"-2.93"
"3467";"-2.49";"EUR";"Lebensmittel";"Geldbörse";"2/5/18";;;"-2.49"
"3468";"-29.99";"EUR";"Ausflug";"DKB VISA Debit";"2/1/18";;"pof";"-29.99"
"3469";"-11.52";"EUR";"Lebensmittel";"Geldbörse";"1/31/18";;;"-11.52"
"3470";"-55.02";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"1/28/18";;;"-55.02"
"3471";"-10.76";"EUR";"Lebensmittel";"Geldbörse";"1/22/18";;;"-10.76"
"3472";"-15.0";"EUR";"Ausflug";"DKB VISA Debit";"1/21/18";;"alt j an luise";"-15.0"
"3473";"14.48";"EUR";"_Ausgelegt";"Geldbörse";"1/21/18";;"geschenk papa";"14.48"
"3474";"-55.86";"EUR";"Tanken";"Geldbörse";"1/18/18";;;"-55.86"
"3475";"-1.56";"EUR";"Lebensmittel";"Geldbörse";"1/17/18";;;"-1.56"
"3476";"-15.13";"EUR";"Lebensmittel";"Geldbörse";"1/15/18";;;"-15.13"
"3477";"-7.5";"EUR";"Geschenke";"DKB VISA Debit";"1/14/18";;"Chromecast";"-7.5"
"3478";"-17.49";"EUR";"Geschenke";"PayPal";"1/14/18";;"chromecast";"-17.49"
"3479";"7.5";"EUR";"_Ausgelegt";"PayPal";"1/14/18";;"luise geschenk papa";"7.5"
"3480";"-18.5";"EUR";"Friseur";"Geldbörse";"1/11/18";;"Friseur";"-18.5"
"3481";"-4.38";"EUR";"Lebensmittel";"Geldbörse";"1/9/18";;;"-4.38"
"3482";"-3.0";"EUR";"Lebensmittel";"Geldbörse";"1/9/18";;;"-3.0"
"3483";"-5.0";"EUR";"Kultur";"Geldbörse";"1/6/18";;"der geizige";"-5.0"
"3484";"-1.78";"EUR";"Lebensmittel";"Geldbörse";"1/6/18";;;"-1.78"
"3485";"-10.0";"EUR";"Kultur";"Geldbörse";"1/5/18";;"4eurocard";"-10.0"
"3486";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"1/5/18";"Geldbörse";"";"-50.0"
"3487";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"1/5/18";"VISA";"";"50.0"
"3488";"-6.41";"EUR";"Lebensmittel";"Geldbörse";"1/5/18";;;"-6.41"
"3489";"-5.0";"EUR";"sonstige Ausgaben";"Geldbörse";"1/3/18";;"Auflaufform";"-5.0"
"3490";"-16.57";"EUR";"Lebensmittel";"Geldbörse";"1/3/18";;;"-16.57"
"3491";"-12.85";"EUR";"Ausflug";"Geldbörse";"1/2/18";;"kino SW8";"-12.85"
"3492";"-400.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"1/2/18";"VISA";"";"-400.0"
"3493";"400.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"1/2/18";"DKB VISA Debit";"";"400.0"
"3494";"-60.62";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"1/2/18";;;"-60.62"
"3495";"-4.0";"EUR";"sonstige Ausgaben";"Geldbörse";"1/1/18";;"Feuerwerk";"-4.0"
"3496";"-3.5";"EUR";"Bar Alkohol";"Geldbörse";"1/1/18";;;"-3.5"
"3497";"-7.0";"EUR";"Bar Alkohol";"Geldbörse";"1/1/18";;;"-7.0"
"3498";"-17.0";"EUR";"Bar Alkohol";"Geldbörse";"12/31/17";;;"-17.0"
"3499";"-4.0";"EUR";"OPVN";"Geldbörse";"12/31/17";;"Straßenbahn";"-4.0"
"3500";"-52.44";"EUR";"Ausflug";"DKB VISA Debit";"12/30/17";;"Alt-J";"-52.44"
"3501";"450.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"12/30/17";"Volksbank";"";"450.0"
"3502";"1.0";"EUR";"_Ausgelegt";"Geldbörse";"12/29/17";"Luise";"Bücher";"1.0"
"3503";"9.99";"EUR";"_Ausgelegt";"PayPal";"12/29/17";"Luise";"Bücher";"9.99"
"3504";"-2.94";"EUR";"Kultur";"DKB VISA Debit";"12/29/17";;"cats cradle und the stranger";"-2.94"
"3505";"-3.03";"EUR";"sonstige Ausgaben";"Geldbörse";"12/29/17";;"ausgleich";"-3.03"
"3506";"100.0";"EUR";"Geschenk";"Geldbörse";"12/24/17";;"Weihnachten";"100.0"
"3507";"25.0";"EUR";"_Ausgelegt";"Geldbörse";"12/24/17";;"karl weihnachtsgeschenke zurück";"25.0"
"3508";"-7.85";"EUR";"sonstige Ausgaben";"Geldbörse";"12/20/17";;;"-7.85"
"3509";"-4.4";"EUR";"sonstige Ausgaben";"DKB VISA Debit";"12/19/17";;"phone loop";"-4.4"
"3510";"-6.8";"EUR";"Lebensmittel";"Geldbörse";"12/18/17";;;"-6.8"
"3511";"100.0";"EUR";"Eltern";"Geldbörse";"12/16/17";;"Tierversorgung";"100.0"
"3512";"-7.6";"EUR";"OPVN";"Geldbörse";"12/15/17";;"zug";"-7.6"
"3513";"-52.58";"EUR";"Tanken";"DKB VISA (ausgelaufen)";"12/13/17";;;"-52.58"
"3514";"-10.0";"EUR";"Bar Alkohol";"Geldbörse";"12/13/17";;;"-10.0"
"3515";"-43.3";"EUR";"Uni";"Geldbörse";"12/11/17";;"Studienarbeit drucken";"-43.3"
"3516";"-50.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"12/11/17";"Geldbörse";"";"-50.0"
"3517";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"12/11/17";"VISA";"";"50.0"
"3518";"-6.85";"EUR";"Lebensmittel";"Geldbörse";"12/7/17";;;"-6.85"
"3519";"-300.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"12/5/17";"VISA";"";"-300.0"
"3520";"300.0";"EUR";"Transfer between accounts";"DKB VISA (ausgelaufen)";"12/5/17";"DKB VISA Debit";"";"300.0"
"3521";"500.0";"EUR";"Transfer between accounts";"DKB VISA Debit";"12/5/17";"Account";"";"500.0"
"3522";"-4.0";"EUR";"Bar Alkohol";"Geldbörse";"12/5/17";;;"-4.0"
"3523";"20.0";"EUR";"Haema";"Geldbörse";"12/4/17";;;"20.0"
"3524";"-10.44";"EUR";"Lebensmittel";"Geldbörse";"12/4/17";;;"-10.44"
"3525";"-49.89";"EUR";"Tanken";"Geldbörse";"12/3/17";;;"-49.89"
"3526";"-0.85";"EUR";"Lebensmittel";"Geldbörse";"11/30/17";;;"-0.85"
"3527";"20.0";"EUR";"Haema";"Geldbörse";"11/30/17";;;"20.0"
"3528";"0.02";"EUR";"sonstige Einnahmen";"DKB VISA Debit";"11/29/17";;"payal";"0.02"
"3529";"20.0";"EUR";"Haema";"Geldbörse";"11/27/17";;;"20.0"
"3530";"-4.92";"EUR";"Lebensmittel";"Geldbörse";"11/27/17";;;"-4.92"
"3531";"-55.9";"EUR";"Tanken";"Geldbörse";"11/24/17";;;"-55.9"
"3532";"20.0";"EUR";"Haema";"Geldbörse";"11/23/17";;;"20.0"
"3533";"-3.1";"EUR";"Lebensmittel";"Geldbörse";"11/23/17";;;"-3.1"
"3534";"20.0";"EUR";"Haema";"Geldbörse";"11/20/17";;;"20.0"
"3535";"-4.06";"EUR";"Lebensmittel";"Geldbörse";"11/18/17";;;"-4.06"
"3536";"20.0";"EUR";"Haema";"Geldbörse";"11/16/17";;;"20.0"
"3537";"-10.2";"EUR";"Lebensmittel";"Geldbörse";"11/14/17";;;"-10.2"
"3538";"20.0";"EUR";"Haema";"Geldbörse";"11/13/17";;;"20.0"
"3539";"-1.39";"EUR";"Lebensmittel";"Geldbörse";"11/13/17";;;"-1.39"
"3540";"20.0";"EUR";"Haema";"Geldbörse";"11/9/17";;;"20.0"
"3541";"-18.5";"EUR";"Friseur";"Geldbörse";"11/8/17";;"Friseur";"-18.5"
"3542";"-10.64";"EUR";"Lebensmittel";"Geldbörse";"11/6/17";;;"-10.64"
"3543";"20.0";"EUR";"Haema";"Geldbörse";"11/6/17";;;"20.0"
"3544";"-8.28";"EUR";"Lebensmittel";"Geldbörse";"11/2/17";;;"-8.28"
"3545";"20.0";"EUR";"Haema";"Geldbörse";"11/1/17";;;"20.0"
"3546";"-11.62";"EUR";"Lebensmittel";"Geldbörse";"11/1/17";;;"-11.62"
"3547";"-59.89";"EUR";"Tanken";"Geldbörse";"10/30/17";;;"-59.89"
"3548";"-1.87";"EUR";"Lebensmittel";"Geldbörse";"10/30/17";;;"-1.87"
"3549";"20.0";"EUR";"Haema";"Geldbörse";"10/27/17";;;"20.0"
"3550";"20.0";"EUR";"Haema";"Geldbörse";"10/24/17";;;"20.0"
"3551";"-8.03";"EUR";"Lebensmittel";"Geldbörse";"10/23/17";;;"-8.03"
"3552";"-5.05";"EUR";"Lebensmittel";"Geldbörse";"10/21/17";;;"-5.05"
"3553";"20.0";"EUR";"Haema";"Geldbörse";"10/20/17";;;"20.0"
"3554";"-14.02";"EUR";"Lebensmittel";"Geldbörse";"10/18/17";;;"-14.02"
"3555";"20.0";"EUR";"Haema";"Geldbörse";"10/16/17";;;"20.0"
"3556";"-3.58";"EUR";"Lebensmittel";"Geldbörse";"10/16/17";;;"-3.58"
"3557";"-20.0";"EUR";"Bar Alkohol";"Geldbörse";"10/14/17";;;"-20.0"
"3558";"-4.0";"EUR";"Bar Alkohol";"Geldbörse";"10/13/17";;;"-4.0"
"3559";"-10.0";"EUR";"Bar Alkohol";"Geldbörse";"10/13/17";;;"-10.0"
"3560";"20.0";"EUR";"Haema";"Geldbörse";"10/12/17";;;"20.0"
"3561";"-8.19";"EUR";"Tanken";"Geldbörse";"10/12/17";;"28.19l /// 20 Gutschein";"-8.19"
"3562";"-0.95";"EUR";"Lebensmittel";"Geldbörse";"10/10/17";;;"-0.95"
"3563";"20.0";"EUR";"Haema";"Geldbörse";"10/9/17";;;"20.0"
"3564";"-6.08";"EUR";"Lebensmittel";"Geldbörse";"10/6/17";;;"-6.08"
"3565";"20.0";"EUR";"Haema";"Geldbörse";"10/5/17";;;"20.0"
"3566";"-9.0";"EUR";"Transfer between accounts";"VB Sparkonto (gelöscht)";"10/4/17";"Volksbank";"";"-9.0"
"3567";"-2.44";"EUR";"Bar Alkohol";"Geldbörse";"10/2/17";;"Pk + Ausgleich";"-2.44"
"3568";"-15.17";"EUR";"Lebensmittel";"Geldbörse";"10/2/17";;;"-15.17"
"3569";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"10/1/17";"Account";"";"50.0"
"3570";"-13.62";"EUR";"Bar Alkohol";"Geldbörse";"9/30/17";;;"-13.62"
"3571";"-2.22";"EUR";"Lebensmittel";"Geldbörse";"9/30/17";;;"-2.22"
"3572";"-10.27";"EUR";"sonstige Ausgaben";"Geldbörse";"9/25/17";;"Reparatur Tischtennisplatte";"-10.27"
"3573";"-14.0";"EUR";"Bar Alkohol";"Geldbörse";"9/22/17";;;"-14.0"
"3574";"-2.3";"EUR";"Ausflug";"Geldbörse";"9/22/17";;"Straßenbahn";"-2.3"
"3575";"-0.57";"EUR";"Lebensmittel";"Geldbörse";"9/22/17";;;"-0.57"
"3576";"-4.76";"EUR";"Lebensmittel";"Geldbörse";"9/21/17";;;"-4.76"
"3577";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"9/17/17";"Account";"";"50.0"
"3578";"-7.55";"EUR";"Lebensmittel";"Geldbörse";"9/16/17";;;"-7.55"
"3579";"-5.02";"EUR";"Lebensmittel";"Geldbörse";"9/13/17";;;"-5.02"
"3580";"-18.5";"EUR";"Friseur";"Geldbörse";"9/13/17";;"Friseur";"-18.5"
"3581";"-13.07";"EUR";"Lebensmittel";"Geldbörse";"9/11/17";;;"-13.07"
"3582";"-7.77";"EUR";"sonstige Ausgaben";"Geldbörse";"9/9/17";;"Schoki kirsti";"-7.77"
"3583";"-10.0";"EUR";"Bar Alkohol";"Geldbörse";"9/6/17";;;"-10.0"
"3584";"-10.0";"EUR";"Bar Alkohol";"Geldbörse";"9/6/17";;;"-10.0"
"3585";"-13.0";"EUR";"Bar Alkohol";"Geldbörse";"9/5/17";;;"-13.0"
"3586";"-7.55";"EUR";"Lebensmittel";"Geldbörse";"8/16/17";;;"-7.55"
"3587";"72.0";"EUR";"sonstige Einnahmen";"Geldbörse";"8/12/17";;"Einkaufen zurück";"72.0"
"3588";"9.11";"EUR";"Geschenk";"Geldbörse";"8/12/17";;"Geburtstag Ausgleich";"9.11"
"3589";"-3.81";"EUR";"Lebensmittel";"Geldbörse";"8/7/17";;;"-3.81"
"3590";"-73.17";"EUR";"sonstige Ausgaben";"Geldbörse";"8/5/17";;"Trinken Einschulung Nina";"-73.17"
"3591";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"8/5/17";"Account";"";"50.0"
"3592";"30.0";"EUR";"Geschenk";"Geldbörse";"7/31/17";"Szczyrba";;"30.0"
"3593";"-0.49";"EUR";"Lebensmittel";"Geldbörse";"7/29/17";;;"-0.49"
"3594";"-3.09";"EUR";"Lebensmittel";"Geldbörse";"7/26/17";;;"-3.09"
"3595";"-2.34";"EUR";"Lebensmittel";"Geldbörse";"7/21/17";;;"-2.34"
"3596";"-2.0";"EUR";"sonstige Ausgaben";"Geldbörse";"7/17/17";;"Wäsche";"-2.0"
"3597";"-0.48";"EUR";"sonstige Ausgaben";"Geldbörse";"7/16/17";;"Ausgleich";"-0.48"
"3598";"-7.55";"EUR";"Lebensmittel";"Geldbörse";"7/11/17";;;"-7.55"
"3599";"-20.0";"EUR";"Lebensmittel";"Geldbörse";"7/5/17";;"Mensa";"-20.0"
"3600";"-5.0";"EUR";"Bar Alkohol";"Geldbörse";"7/4/17";;;"-5.0"
"3601";"20.0";"EUR";"Eltern";"Geldbörse";"7/3/17";;;"20.0"
"3602";"-20.0";"EUR";"Bar Alkohol";"Geldbörse";"7/1/17";;;"-20.0"
"3603";"-2.3";"EUR";"OPVN";"Geldbörse";"6/30/17";;;"-2.3"
"3604";"-3.77";"EUR";"Konsumgüter";"Geldbörse";"6/29/17";;;"-3.77"
"3605";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"6/29/17";"Konto";"";"50.0"
"3606";"-5.0";"EUR";"Lebensmittel";"Geldbörse";"6/29/17";;"Mensa";"-5.0"
"3607";"-5.0";"EUR";"Bar Alkohol";"Geldbörse";"6/28/17";;;"-5.0"
"3608";"-2.95";"EUR";"sonstige Ausgaben";"Geldbörse";"6/26/17";;;"-2.95"
"3609";"-15.0";"EUR";"Friseur";"Geldbörse";"6/26/17";;"Friseur";"-15.0"
"3610";"-5.77";"EUR";"sonstige Ausgaben";"Geldbörse";"6/26/17";;;"-5.77"
"3611";"-3.0";"EUR";"Bar Alkohol";"Geldbörse";"6/25/17";;;"-3.0"
"3612";"-3.0";"EUR";"Bar Alkohol";"Geldbörse";"6/22/17";;;"-3.0"
"3613";"-3.61";"EUR";"Lebensmittel";"Geldbörse";"6/20/17";;;"-3.61"
"3614";"-20.0";"EUR";"OPVN";"Geldbörse";"6/16/17";;;"-20.0"
"3615";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"6/16/17";"Konto";"";"50.0"
"3616";"-9.97";"EUR";"Lebensmittel";"Geldbörse";"6/15/17";;;"-9.97"
"3617";"-10.0";"EUR";"Lebensmittel";"Geldbörse";"6/14/17";;"Mensa";"-10.0"
"3618";"-6.31";"EUR";"Lebensmittel";"Geldbörse";"6/12/17";;;"-6.31"
"3619";"-6.0";"EUR";"OPVN";"Geldbörse";"6/11/17";;;"-6.0"
"3620";"-4.0";"EUR";"Lebensmittel";"Geldbörse";"6/11/17";;;"-4.0"
"3621";"-5.1";"EUR";"Ausflug";"Geldbörse";"6/10/17";;"Grillen";"-5.1"
"3622";"0.37";"EUR";"sonstige Einnahmen";"Geldbörse";"6/9/17";;"Ausgleich";"0.37"
"3623";"-7.0";"EUR";"OPVN";"Geldbörse";"6/9/17";;;"-7.0"
"3624";"-5.0";"EUR";"Lebensmittel";"Geldbörse";"6/6/17";;;"-5.0"
"3625";"-24.0";"EUR";"OPVN";"Geldbörse";"6/5/17";;;"-24.0"
"3626";"-10.0";"EUR";"Lebensmittel";"Geldbörse";"6/3/17";;"Mensa";"-10.0"
"3627";"-3.0";"EUR";"Ausflug";"Geldbörse";"5/31/17";;"Poetry Slam";"-3.0"
"3628";"-6.8";"EUR";"Lebensmittel";"Geldbörse";"5/30/17";;;"-6.8"
"3629";"-5.0";"EUR";"Lebensmittel";"Geldbörse";"5/30/17";;"Mensa";"-5.0"
"3630";"-4.41";"EUR";"Lebensmittel";"Geldbörse";"5/29/17";;;"-4.41"
"3631";"20.0";"EUR";"sonstige Einnahmen";"Geldbörse";"5/28/17";;"oma ostern";"20.0"
"3632";"50.0";"EUR";"sonstige Einnahmen";"Geldbörse";"5/24/17";;"karl Fahrgeld";"50.0"
"3633";"-1.84";"EUR";"Lebensmittel";"Geldbörse";"5/22/17";;;"-1.84"
"3634";"10.0";"EUR";"sonstige Einnahmen";"Geldbörse";"5/22/17";;"Luise auto";"10.0"
"3635";"-16.15";"EUR";"Lebensmittel";"Geldbörse";"5/16/17";;;"-16.15"
"3636";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"5/16/17";"Konto";"";"50.0"
"3637";"-2.98";"EUR";"Uni";"Geldbörse";"5/16/17";;;"-2.98"
"3638";"-4.0";"EUR";"Lebensmittel";"Geldbörse";"5/9/17";;;"-4.0"
"3639";"-4.3";"EUR";"Bar Alkohol";"Geldbörse";"5/9/17";;;"-4.3"
"3640";"-5.0";"EUR";"Lebensmittel";"Geldbörse";"5/9/17";;"Mensa";"-5.0"
"3641";"-5.37";"EUR";"Lebensmittel";"Geldbörse";"5/9/17";;;"-5.37"
"3642";"-3.9";"EUR";"Uni";"Geldbörse";"5/2/17";;;"-3.9"
"3643";"-9.9";"EUR";"Lebensmittel";"Geldbörse";"5/2/17";;;"-9.9"
"3644";"-26.0";"EUR";"Bar Alkohol";"Geldbörse";"4/27/17";;;"-26.0"
"3645";"-10.0";"EUR";"Lebensmittel";"Geldbörse";"4/25/17";;"Mensa";"-10.0"
"3646";"50.05";"EUR";"Transfer between accounts";"Geldbörse";"4/21/17";"Konto";;"50.05"
"3647";"-15.0";"EUR";"Bar Alkohol";"Geldbörse";"4/20/17";;;"-15.0"
"3648";"-4.0";"EUR";"Lebensmittel";"Geldbörse";"4/18/17";;;"-4.0"
"3649";"-25.0";"EUR";"Bar Alkohol";"Geldbörse";"4/15/17";;;"-25.0"
"3650";"-14.0";"EUR";"Bar Alkohol";"Geldbörse";"4/15/17";;;"-14.0"
"3651";"-2.5";"EUR";"Lebensmittel";"Geldbörse";"4/15/17";;;"-2.5"
"3652";"-12.0";"EUR";"Friseur";"Geldbörse";"4/12/17";;"Friseur";"-12.0"
"3653";"-1.5";"EUR";"Lebensmittel";"Geldbörse";"4/11/17";;;"-1.5"
"3654";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"4/11/17";"Konto";"";"50.0"
"3655";"-19.56";"EUR";"Lebensmittel";"Geldbörse";"4/10/17";;;"-19.56"
"3656";"50.0";"EUR";"Transfer between accounts";"Geldbörse";"4/7/17";"Konto";"";"50.0"
"3657";"-8.47";"EUR";"Lebensmittel";"Geldbörse";"4/6/17";;;"-8.47"
"3658";"-5.0";"EUR";"Lebensmittel";"Geldbörse";"4/5/17";;"Mensa";"-5.0"
"3659";"-3.0";"EUR";"Lebensmittel";"Geldbörse";"4/4/17";;;"-3.0"
